text,label
"Concert tickets available cheap. (777) 555-2063",spam
"Parking pass for game cheap. (777) 555-2064",spam
"Show tickets for sale cheap. (777) 555-2065",spam
"Parking for cheap now. (777) 555-2066",spam
"Tickets for game cheap now. (777) 555-2067",spam
"Parking spot for concert cheap. (777) 555-2068",spam
"Selling tickets now. (777) 555-2069",spam
"Parking pass now. (777) 555-2070",spam
"Game tickets now cheap. (888) 555-2071",spam
"Parking for sale cheap. (888) 555-2072",spam
"Concert tickets here cheap. (888) 555-2073",spam
"Parking pass for sale cheap. (888) 555-2074",spam
"Tickets for the show cheap. (888) 555-2075",spam
"Parking spot for event cheap. (888) 555-2076",spam
"Selling game tickets cheap now. (888) 555-2077",spam
"Parking for the concert cheap. (888) 555-2078",spam
"Tickets available now cheap. (888) 555-2079",spam
"Parking cheap now for game. (888) 555-2080",spam
"Selling football tickets cheap now. (999) 555-2081",spam
"Parking pass for sale cheap now. (999) 555-2082",spam
"Concert tickets for sale cheap. (999) 555-2083",spam
"Game tickets cheap now for sale. (999) 555-2084",spam
"Tickets for show cheap now. (999) 555-2085",spam
"Parking pass here cheap now. (999) 555-2086",spam
"Selling tickets now cheap for game. (999) 555-2087",spam
"Parking spot for sale cheap now. (999) 555-2088",spam
"Tickets available cheap now. (999) 555-2089",spam
"Parking cheap for game now. (999) 555-2090",spam
"Selling game tickets now cheap. (123) 555-2091",spam
"Parking for concert cheap now. (123) 555-2092",spam
"Tickets for sale cheap now. (123) 555-2093",spam
"Parking pass cheap now for sale. (123) 555-2094",spam
"Selling show tickets cheap now. (123) 555-2095",spam
"Parking for event cheap now. (123) 555-2096",spam
"Tickets here cheap now. (123) 555-2097",spam
"Parking available now cheap for game. (123) 555-2098",spam
"Game tickets cheap now. (123) 555-2099",spam
"Parking spot cheap now for sale. (123) 555-2100",spam
"Hi guys I’m looking to sell my full season tickets message me if interested (302) 899-3327",spam
"If you guys need football tickets just text me at 770-234-1111",spam
If you guys need football tickets just text me at 770-234-1111,spam
Selling UGA vs Alabama tickets! Text 404-555-1234 for details,spam
Got 2 extra football tickets for this weekend. DM me if interested,spam
"Football tickets available! Section 120, row 15. Call 678-999-8888",spam
Need to sell my football tickets ASAP. Best offer gets them,spam
Selling 4 tickets to the game this Saturday. Section 205,spam
Football tickets for sale! Text me at 770-123-4567,spam
Got extra tickets to the game. First come first serve,spam
Selling my season tickets for the rest of the year,spam
"Football tickets available. Section 101, row 8. DM me",spam
"Selling Taylor Swift concert tickets! Section 200, row 5",spam
Got 2 extra concert tickets for tonight. Text 404-777-9999,spam
Concert tickets for sale! Drake show next month,spam
Selling my concert tickets. Can't make it anymore,spam
"Concert tickets available! Section 150, row 12",spam
Got extra tickets to the concert. DM me if interested,spam
Selling concert tickets for this weekend's show,spam
Concert tickets for sale! Best offer gets them,spam
Need to sell my concert tickets ASAP,spam
"Concert tickets available. Section 300, row 20",spam
"Selling parking pass for the game. Lot 5, space 23",spam
Got extra parking pass. Text me at 770-555-7777,spam
"Parking pass for sale! Lot 3, near the stadium",spam
Selling my parking pass for this weekend,spam
Parking pass available. DM me if you need one,spam
"Got parking pass for sale. Lot 1, space 15",spam
Selling parking pass. Can't make it to the game,spam
Parking pass available! Best offer gets it,spam
Need to sell my parking pass ASAP,spam
"Parking pass for sale. Lot 2, space 8",spam
Selling tickets to the event. Text me for details,spam
Got extra tickets. DM me if interested,spam
"Tickets for sale! Section 100, row 10",spam
Selling my tickets. Can't attend anymore,spam
Tickets available! Best offer gets them,spam
Need to sell tickets ASAP. Call 404-123-4567,spam
Tickets for sale! DM me for pricing,spam
"Got tickets to sell. Section 150, row 5",spam
Selling tickets. First come first serve,spam
Tickets available! Text me at 770-999-8888,spam
Text me at 404-555-1234 for more info,spam
Call me at 770-123-4567 if interested,spam
DM me or text 678-999-8888,spam
Contact me at 404-777-9999 for details,spam
Text me at 770-555-7777 for pricing,spam
Call 404-123-4567 for more information,spam
DM me or call 770-999-8888,spam
Text me at 678-555-1234 if you want them,spam
Contact me at 404-777-8888 for details,spam
Call me at 770-123-9999 if interested,spam
Need to sell ASAP! Best offer gets them,spam
Selling quickly! DM me if interested,spam
Must sell today! Text me for details,spam
Urgent sale! Call me at 404-555-1234,spam
Need to sell immediately! Best offer,spam
Selling fast! DM me for pricing,spam
Must sell now! Text me at 770-123-4567,spam
Urgent! Need to sell today,spam
Selling quickly! First come first serve,spam
Must sell ASAP! Call me for details,spam
Selling my tickets. Can't make it,spam
Got extra tickets. DM me,spam
Tickets for sale! Text me,spam
Selling tickets. Best offer,spam
Got tickets to sell. DM me,spam
Tickets available! Call me,spam
Selling my tickets. DM me,spam
Got extra tickets. Text me,spam
Tickets for sale! DM me,spam
Selling tickets. Contact me,spam
Hi guys I'm looking to sell my full season tickets message me if interested (302) 899-3327.,spam
Selling UGA vs Alabama tickets! Text 404-555-1234 for details,spam
Got 2 extra football tickets for this weekend. DM me if interested,spam
"Football tickets available! Section 120, row 15. Call 678-999-8888",spam
Need to sell my football tickets ASAP. Best offer gets them,spam
Selling 4 tickets to the game this Saturday. Section 205,spam
Football tickets for sale! Text me at 770-123-4567,spam
Got extra tickets to the game. First come first serve,spam
Selling my season tickets for the rest of the year,spam
"Football tickets available. Section 101, row 8. DM me",spam
"Selling UGA season tickets. Section 150, row 12. Call 404-777-9999",spam
"Got football tickets for sale. Section 200, row 5. Text me",spam
Selling my game tickets. Can't make it anymore. DM me,spam
"Football tickets available! Section 300, row 20. Call 770-555-7777",spam
Need to sell football tickets quickly. Best offer gets them,spam
"Selling tickets to the game. Section 250, row 10. Text me",spam
Got extra football tickets. DM me if interested. Section 175,spam
Football tickets for sale! Must sell today. Call 678-123-4567,spam
"Selling my tickets to the game. Section 125, row 18. DM me",spam
"Football tickets available. Section 225, row 7. Text 404-999-8888",spam
"Got tickets to sell. Section 275, row 14. Call me",spam
"Selling football tickets. Section 325, row 3. DM me",spam
"Football tickets for sale! Section 375, row 22. Text me",spam
"Need to sell tickets ASAP. Section 425, row 9. Call 770-777-9999",spam
"Selling my game tickets. Section 475, row 16. DM me",spam
"Selling Taylor Swift concert tickets! Section 200, row 5",spam
Got 2 extra concert tickets for tonight. Text 404-777-9999,spam
Concert tickets for sale! Drake show next month,spam
Selling my concert tickets. Can't make it anymore,spam
"Concert tickets available! Section 150, row 12",spam
Got extra tickets to the concert. DM me if interested,spam
Selling concert tickets for this weekend's show,spam
Concert tickets for sale! Best offer gets them,spam
Need to sell my concert tickets ASAP,spam
"Concert tickets available. Section 300, row 20",spam
"Selling Beyonce concert tickets! Section 100, row 8. Call 678-555-1234",spam
"Got concert tickets for sale. Section 250, row 15. Text me",spam
"Concert tickets available! Section 350, row 3. DM me",spam
"Selling my concert tickets. Section 400, row 10. Call me",spam
"Concert tickets for sale! Section 450, row 18. Text 404-123-4567",spam
"Got extra concert tickets. Section 500, row 7. DM me",spam
"Selling concert tickets quickly! Section 550, row 25. Call me",spam
"Concert tickets available. Section 600, row 12. Text me",spam
"Need to sell concert tickets ASAP. Section 650, row 5. DM me",spam
"Selling my concert tickets. Section 700, row 20. Call 770-999-8888",spam
"Concert tickets for sale! Section 750, row 8. Text me",spam
"Got concert tickets to sell. Section 800, row 15. DM me",spam
"Concert tickets available! Section 850, row 3. Call me",spam
"Selling concert tickets. Section 900, row 22. Text 404-777-9999",spam
"Concert tickets for sale! Section 950, row 10. DM me",spam
"Got extra concert tickets. Section 1000, row 18. Call me",spam
"Selling parking pass for the game. Lot 5, space 23",spam
Got extra parking pass. Text me at 770-555-7777,spam
"Parking pass for sale! Lot 3, near the stadium",spam
Selling my parking pass for this weekend,spam
Parking pass available. DM me if you need one,spam
"Got parking pass for sale. Lot 1, space 15",spam
Selling parking pass. Can't make it to the game,spam
Parking pass available! Best offer gets it,spam
Need to sell my parking pass ASAP,spam
"Parking pass for sale. Lot 2, space 8",spam
"Selling parking pass. Lot 4, space 12. Call 678-123-4567",spam
"Got parking pass available. Lot 6, space 30. Text me",spam
"Parking pass for sale! Lot 7, space 5. DM me",spam
"Selling my parking pass. Lot 8, space 18. Call me",spam
"Parking pass available! Lot 9, space 25. Text 404-555-7777",spam
"Got parking pass for sale. Lot 10, space 7. DM me",spam
"Selling parking pass quickly! Lot 11, space 14. Call me",spam
"Parking pass available. Lot 12, space 33. Text me",spam
"Need to sell parking pass ASAP. Lot 13, space 9. DM me",spam
"Selling my parking pass. Lot 14, space 21. Call 770-999-8888",spam
"Parking pass for sale! Lot 15, space 4. Text me",spam
"Got parking pass to sell. Lot 16, space 16. DM me",spam
"Parking pass available! Lot 17, space 28. Call me",spam
"Selling parking pass. Lot 18, space 11. Text 404-777-9999",spam
"Parking pass for sale! Lot 19, space 19. DM me",spam
"Got extra parking pass. Lot 20, space 6. Call me",spam
"Parking pass available! Lot 21, space 24. Text me",spam
"Selling parking pass. Lot 22, space 13. DM me",spam
"Parking pass for sale! Lot 23, space 31. Call me",spam
Selling tickets to the event. Text me for details,spam
Got extra tickets. DM me if interested,spam
"Tickets for sale! Section 100, row 10",spam
Selling my tickets. Can't attend anymore,spam
Tickets available! Best offer gets them,spam
Need to sell tickets ASAP. Call 404-123-4567,spam
Tickets for sale! DM me for pricing,spam
"Got tickets to sell. Section 150, row 5",spam
Selling tickets. First come first serve,spam
Tickets available! Text me at 770-999-8888,spam
"Selling tickets to the show. Section 200, row 15. Call 678-555-1234",spam
"Got tickets for sale. Section 250, row 8. Text me",spam
"Tickets available! Section 300, row 22. DM me",spam
"Selling my tickets. Section 350, row 12. Call me",spam
"Tickets for sale! Section 400, row 5. Text 404-777-9999",spam
"Got extra tickets. Section 450, row 18. DM me",spam
"Selling tickets quickly! Section 500, row 10. Call me",spam
"Tickets available! Section 550, row 25. Text me",spam
"Need to sell tickets ASAP. Section 600, row 7. DM me",spam
"Selling my tickets. Section 650, row 20. Call 770-123-4567",spam
"Tickets for sale! Section 700, row 14. Text me",spam
"Got tickets to sell. Section 750, row 3. DM me",spam
"Tickets available! Section 800, row 16. Call me",spam
"Selling tickets. Section 850, row 9. Text 404-999-8888",spam
"Tickets for sale! Section 900, row 23. DM me",spam
"Got extra tickets. Section 950, row 11. Call me",spam
"Tickets available! Section 1000, row 6. Text me",spam
"Selling tickets. Section 1050, row 19. DM me",spam
"Tickets for sale! Section 1100, row 4. Call me",spam

"I'm offering my full season ticket at affordable price .dm If you're interested!",spam
"I'm offering my full season ticket at affordable price .dm If you're interested!!",spam
"Selling my south campus parking permit… Please text if you’re interested (404) 643-4786",spam
"I’m Selling my South Campus Parking Permit…. Please text if you’re interested (332) 251-7214",spam
"Selling my south deck parking permit (424) 501-5991 message me if you’re interested in it.",spam
"Selling my South Campus Parking Permit…. Please text if you’re interested (332) 251-7214",spam
"Hi guys I’m selling my football season tickets HMU dm if you’re interested 3057482599",spam
"Hey guys am looking to  sell my students  seasons tickets at affordable price hmu if anyone is interested 
+1 209-267-4523 Hit me up guys",spam
"Looking for someone selling a moped lol let me knowwww",spam
"Hey guys am looking to  sell my football seasons tickets hmu if anyone is interested +1 217-717-4223",spam
"I’m selling my South Campus Parking Permit…. Please text if you’re interested ((936) 323-2780)",spam
"Hey Guys I’m looking to sell my Megan Moroney tickets for Jun14• Sat• 8:00PM • 2025•At Jacobs Pavillon at Nautica•Cleveland•Ohio•USA 🇺🇸 whoever is interested in the tickets shd hmu",spam
"I’m giving away my Billie eilish and Zach Bryan tickets
Text me if you’re interested 
(281) 202-1168",spam
"Looking to pass my 4 Sabrina Carpenter Concert Tickets as I got mixed up in my schedule 22,Oct 2024 at Atlanta State Farm Arena Georgia, USAHmu if you’re interested +1 508-938-1750",spam
"I want to give out my MacBook Air 2020 & Charger** for free, it's in perfect health and good as new, alongside a charger so it's perfect, I want to give it out because I just got a new model and I thought of giving out the old one to someone who can't afford one and is in dire need of it... Strictly First come first serve !Dm IF YOU ARE INTERESTED +1 424-644-1464",spam
"Hey everyone I know this doesn't align  here but lost my son to cancer about a week ago, he was a strong kid and fought a good fight but God knows best I bought him a play station 5 unfortunately he never got chance to see it. I’m willing to give it out the ps5 out for free because seeing the game hurts my soul send a dm on my cell number  +13317163460 or send a text on carlamary222.a@gmail.com 
if you want the gaming system",spam
"I’m giving away my Kendrick lamer and sza concert tickets and my Tyler the creator tickets
Text me if you’re interested 
(848) 317-9892",spam
"Got 3 Megan Moroney tickets with my football full season tickets for sale
Dm@(540) 796-5829",spam
